stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,4.01,0,1.35,5.92,0,1.76
3dpf,1.66,0,0,0,0,0
5dpf,0.93,0.58,0,0.6,0.44,0
10dpf,0.62,0,0,0,0,0
