stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,11.72,0,0,0.96,3.04,1.08
3dpf,117.33,0.53,0.29,0,2.04,0
5dpf,20.06,0,0.55,0,3.29,0.83
10dpf,60.54,0.37,0,0,0,0
