stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
12hpf,0,0,0,0,0,0,2.74
14hpf,2.48,0,0,0,0,0,0
2dpf,5.52,0,1.4,4.6,0.49,1.9,0
3dpf,9.89,0,0.88,1.04,0,0.81,0
5dpf,2.54,0,0,1.78,1.02,0.5,0.37
10dpf,8.95,0.54,0,0,0,0,0
