stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
3dpf,0.81,1.05,0,0,0
5dpf,0,11.45,0.45,0.73,1.49
10dpf,9.05,34.89,0,0,0.99
