stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,1.9,0,0,0,0
19hpf,0,0,1.5,0,0,0
24hpf,8.75,0,0,0,0,0
2dpf,9.88,0.83,1.6,0.56,0,1.47
3dpf,106.76,0,0,1.7,0.32,0
5dpf,1.28,0.78,0,2.02,0,0.59
10dpf,13.4,1.54,0,0.98,0,0
