stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,18504.91,11.79,0,0,618.47,24.64,0,657.58,2216.62,2957.39
12hpf,388.57,0,0,0,10.15,7.88,0,106.72,84.36,8.87
14hpf,8781.67,0,5.76,9.99,164.37,124.31,182.09,211.58,436.12,837.83
16hpf,378.69,17.58,0,0,5,24.13,6.87,37.65,55.33,153.1
19hpf,19701.47,41.01,6.16,41.13,104.44,183.25,44.95,122.09,127.67,927.73
24hpf,926.75,1.31,4.2,47.05,3.18,15,0,15.1,48.92,55.04
2dpf,3587.67,6.1,18.06,33.02,65.93,296.45,100.91,5.44,73.53,128.99
3dpf,9203.4,24.42,16.06,52.47,10.8,407.89,67.07,0,76.82,154.45
5dpf,1298,9.96,13.73,36.68,22.23,311.52,22.35,5.65,64.43,197.64
10dpf,2232.02,4.94,2.67,9.85,5.71,128.09,8.92,0,33.42,17.46
