stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,1.33
3dpf,1.58,0,0,1.19,0.54,0,0,0.77
5dpf,0.8,2.11,0.33,2.09,0,0.34,0.7,9.18
10dpf,6.2,0.8,0,2.03,1.77,0,0,5.35
