stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.81,0,0,0,0,0
3dpf,1.98,1.18,0,0.43,0,0.46
5dpf,11.04,0.48,0,0,0.46,3.34
10dpf,8.85,0.56,0.45,1.01,0,2.98
