stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,2.52,0,0.84
3dpf,0,0,3.05,0,0.57
5dpf,1.01,0.36,4.6,3.88,1.91
10dpf,0.37,0,0.92,3.04,0
