stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.28,0.96,0,0,0,0,0,0,0
3dpf,2.14,16.36,0,0,0,2.8,0,0.54,0.8
5dpf,0.35,17.63,0.55,3.48,2.26,6.52,0.45,0.77,16.68
10dpf,0.58,25.73,0,0,0,1.45,0,0,0.88
