stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,4.11,0,0,1.07,0
3dpf,25.36,0,1.11,1.31,0
5dpf,35.02,0.29,0,5.27,0.4
10dpf,15.79,0,0,1.23,0
