stage,central_nervous_system,endoderm,mesenchyme,periderm
24hpf,0,0,0,0.94
2dpf,1.17,0,1.48,0
3dpf,2.64,0,0,0
5dpf,42.32,0.36,2.66,0.49
10dpf,13.32,0,0.71,0
