stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1646.18,168.48,0,0,617.24,78.25,0,109.04,862.57,1502.85
12hpf,2946.72,656.91,1.99,274.51,1841.67,564.08,1.77,461,1875.14,2094.36
14hpf,831.81,56.68,61.8,262.01,431.73,285.02,10.45,34.27,400.76,1235.24
16hpf,1310.43,179.5,174.11,386.01,694.68,294.14,52.97,104.84,828.37,1308.67
19hpf,1679.11,49.91,31.4,334.29,347.93,125.64,69.52,42.08,144.39,2198.37
24hpf,905.98,28.01,79.89,269.37,390.42,127.38,64.91,7.65,136.83,449.8
2dpf,1065.17,30.68,93.85,326.82,698.79,824.92,84.73,14.04,255.88,884.18
3dpf,1659.64,39.48,28.67,124.59,77.19,816.06,25.68,0,46.58,458.66
5dpf,313.64,64.88,141.41,357.37,105.57,946.17,67.07,26.96,177.65,1648.65
10dpf,920.17,63.26,82.74,158.67,35.74,540.87,36.69,0.59,61.19,361.19
