stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,5.37,0,0,0,0,0
2dpf,0.63,8.63,0.9,1.41,0,0,0
3dpf,2.34,0,0,0,0,0,0
5dpf,1.16,29.59,0.4,0.73,6.42,0,0.92
10dpf,2.01,26.52,0,0,3.23,0.84,3.56
