stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,7.04,2.84,0,7.23,0,2.14,0
3dpf,6.19,1.34,0,2.94,0,0,1.16
5dpf,0.75,1.63,0,1.56,0.35,0,1.88
10dpf,6.08,0,0.65,2.61,0,0.6,0
