stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,23.78,0,0,0,0,0.29,0.8,0
5dpf,14.95,0.32,0.35,1.36,0.54,4.39,72.31,1.54
10dpf,239.48,0.65,0,0,0,0.45,9.5,0
