stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,8.39,0,9.92,0,0,0,12.17
12hpf,6.43,0,3.85,0,2.77,5.66,1.83
16hpf,0,1.76,0,0,0,0,0
2dpf,0,0,0,0,0,0,0.5
3dpf,0,0.41,0,0.78,0,0,0
