stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.45,0,0,0,0
3dpf,3.66,0.47,0,0,0
5dpf,0.29,0,1.54,0.65,0.51
10dpf,3.05,0,0,0,0
