stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,3,0,1.03,0,2.55
3dpf,1.26,0,0,0.4,0
5dpf,0,0.34,0,1.42,3.06
10dpf,0,0,0,0,1.18
