stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.04,1.23,0,0,0.96,0,0,19.89
3dpf,2.7,8.26,0,0,1.8,0,0,0
5dpf,0,3.65,0.58,0.39,1.77,0.49,0.33,1.52
10dpf,0.96,3.67,0,0,0,0,0,1.06
