stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,7.45,0,0,0.97,0,0,0
5dpf,1.38,0,0,1.25,0,0,0.39
10dpf,67.07,0.49,1.04,17.13,0.57,0.58,0
