stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,15.58,0,0,0.62,3.34,1.45,0.5
3dpf,32.94,0,0,0,0,0,0
5dpf,0.86,0.31,0,1.36,0.66,0,0
10dpf,14.94,0,1.02,0,0,0,0
