stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,10.06,0
2dpf,2.64,0,0,0,1.78,46.21,0
3dpf,1.16,0.31,0,0.88,0.55,0,0
5dpf,1.79,0,0.54,0,4.12,85.42,1.19
10dpf,6.13,0,1.72,0,1.01,87.86,0
