stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,9.83,0,1.15
3dpf,0,0,2.06,0,0
5dpf,0.38,0,6.41,0.67,0
10dpf,0,1.28,9.06,0.65,0
