stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,1194.71,78.89,0,0,0,0
12hpf,44.61,0,0,375.38,2408.42,348.24,0,16.98,50.4,3.07
14hpf,3.05,9.44,24.14,505.52,1519.39,214.23,0,0,10.26,14.32
16hpf,3.7,94.8,28.29,571.81,1244.78,299.56,0,0,60.65,16.05
19hpf,15.27,0,0,931.99,901.7,144.05,1.95,0,11.05,0
24hpf,50.51,0,4.28,1380.86,509.25,134.38,9.09,0.94,36.08,22.93
2dpf,31.38,0,2.3,966.97,318.44,352,0.6,0,7.68,1.44
3dpf,19.07,0.64,1.98,614.08,264.13,228.61,0.66,0,1.31,1.9
5dpf,4.97,8.38,1.89,904.22,94.79,112.46,0.85,0,4.17,10.28
10dpf,27.13,1.56,4.4,833.88,117,207.03,0,0,4.74,2.5
