stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,23.91,1.7,0.53,9.95,7.68,1.51,1.97,4.11
3dpf,20.94,0,1.63,2.51,6.72,0.7,0,0.51
5dpf,1.82,1.67,2.36,1.13,18.38,1.54,0.57,5.67
10dpf,12.47,0.85,2.3,1.72,6.66,0.73,0.43,2.24
