stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,70.1,0,9.99,0,8.47,0,0,0,0,29.75
12hpf,110.38,1.76,6.51,0,22.66,11.01,0,10.39,69.39,37.53
14hpf,12.42,0,5.53,0,6.14,8.46,0,0,16.54,9.87
16hpf,63.64,0,9.32,3.29,34.97,11,6.57,4.38,33.76,35.44
19hpf,50.92,1.84,0,0,6.92,3.43,0,0,3.35,6.58
24hpf,48.68,0.92,2.08,2.61,13.18,6.36,2.68,0,13.19,8.38
2dpf,156.44,2.97,13.77,24.28,79.58,117.51,17.46,3.25,54.33,60.34
3dpf,314.91,7.71,8.98,11.9,12.3,146.57,8.38,0,19.33,23.09
5dpf,73.96,5.96,29.72,33.17,16.86,300.15,30.33,10.04,57.57,140.59
10dpf,244.24,16.93,29.83,34.73,25.09,300.41,15.05,0,54.08,38.54
