stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.52,0,90.87
3dpf,0.33,0,0,0.61,14.2
5dpf,0,0,0,1.47,112.7
10dpf,1.14,0.61,0,0,13.68
