stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.9,1.69,0,2.3
3dpf,2.52,0,0.4,1.29
5dpf,0,0,0.96,2
10dpf,13.66,0,0.63,0
