stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,1.85
3dpf,0.89,0,0,0.59,0,0
5dpf,0,0.52,0.31,0,2.76,0.34
10dpf,0,1.26,0,0,0,0.73
