stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
24hpf,0,0,2.93,0,0,0,0,0.9
2dpf,0,0,22.93,0,0.71,0,0,35.89
3dpf,0.9,1.66,8.61,2.1,2.13,0.48,0,10.95
5dpf,1.62,2.61,74.67,0.58,3.7,0,0.46,78.7
10dpf,4.82,1.16,102,2.42,1.48,0.73,0,3.43
