stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,3.49,0,0,0,0,0,0
2dpf,12.25,1.33,0.59,0,0,0.58,7.59
3dpf,5.33,0,0,0.39,0,0,0
5dpf,2.08,0,0.29,0.5,0.56,0,1.93
10dpf,0.38,0,0,0,0,0,0
