stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.34,0,0,0,0.94,0,0
3dpf,42.11,0,0,0,0.33,0,0
5dpf,57.8,0.97,0.55,0.31,5.26,0.52,12.56
