stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
14hpf,4.52,0,0,0,0,0,0,0
2dpf,0,0,0,9.67,0,0,0,1.11
3dpf,4.35,0,0,0,0,0.63,0,24.87
5dpf,0,0,0,0.69,0,2.62,0,247.98
10dpf,10.35,2.34,4.59,5.04,0.56,3.14,0.66,254.31
