stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,5.27,1.28,1.23,0,1.78
3dpf,2.45,4.35,0,0.6,3.75,0,0
5dpf,0,12,3.73,0,5.35,0,0
10dpf,1.8,12.18,0.44,0.61,2.36,0.55,1.86
