stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0.91,0,0,0,0
2dpf,8.23,2.47,9.39,0,0,0.96,0
3dpf,7.75,0,2.34,0.96,0,0,0
5dpf,2.62,0,22.81,1.57,3.1,0.57,0.44
10dpf,8.79,0.88,16.47,0,0,0,0
