stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,20.4,0,2.26,0,0.29
5dpf,0,0,0.65,0,0.38
10dpf,37.08,1.03,0,0.75,0
