stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,3.29,1.13,0,0.98,0.62
3dpf,2.88,0,0.53,0,0.4,0,0,0,0
5dpf,2,0.78,0.5,0,2.06,0,0.69,1.36,0.84
10dpf,0.64,0,0,0.68,3.4,0,0,1.56,0.95
