stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,8.46,0
12hpf,0,0,0,0,2.28,0,0,0,0
14hpf,0,0,0,0,0,0,0,6.06,0
16hpf,0,0,0,0,0,0,0,2.48,0
19hpf,0,0,0,0,0,0,0,1.63,2.84
24hpf,0,0,0,0.84,0.96,0,0,0.95,3.69
2dpf,15.63,0,0.57,0,56.36,84.49,2.44,52.01,58.75
3dpf,2.95,0.51,1.02,0,5.43,38.78,0,9.81,6.76
5dpf,5.64,1.11,0,0.31,7.69,60.24,1.05,9.12,26.72
10dpf,5.34,0,1.16,0,1.4,26.61,0,7.58,2.46
