stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0.93,0,0,1.4,36.22
3dpf,0,0,0,0,1.01
5dpf,1.33,0,0.45,1.98,12.66
10dpf,0,2.08,0.39,0.51,3.27
