stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,147.43,8.65,0,0,0,0,0,0,0,129.64
12hpf,228.66,23.02,0,4.12,8.63,0,0,3.93,24.83,155.14
14hpf,100.86,20.32,23.29,5.94,2.6,0,0,2.3,10.99,81.67
16hpf,209.88,91.76,74.27,4.74,10.93,3.45,1.8,1.78,24.98,87.1
19hpf,237.95,33.74,21.74,46.51,8.2,3.57,1.71,0,0,404.86
24hpf,165,28.79,152.58,16.89,33.12,7.16,7.1,0,36.83,132.58
2dpf,367.35,29.41,97.73,71.45,92.32,128.4,115.99,1.7,89.42,286.26
3dpf,483.98,51.58,18.85,27.76,20.39,140.54,5.61,0,7.65,75.81
5dpf,507.92,102.64,177.82,231.68,73.26,894.09,93.69,14.49,167.95,846.61
10dpf,684.91,96.13,81.36,146.47,26.68,366.04,40.68,0,74.83,91.25
