stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,10.48,1.29,0.85,0
3dpf,0.55,4.84,0,0,0.39
5dpf,0,16.26,0,0,0.52
10dpf,0,8.66,0,0,0
