stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,0,2.04,2.55,0,2.13
3dpf,11.82,0.32,0.51,0,1.61,10.22,0.42,0.98
5dpf,3.53,0,0.5,0,0.32,2.15,12.19,0.71
10dpf,120.84,0,0,0.45,0,0.8,0.42,0
