stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,2.19,0,0,1.61,0,0,0,2.22
3dpf,2.41,0,0,2.32,0,0,0.66,0.66
5dpf,0.88,1.65,0.88,10.72,0.74,0.29,0.8,8.74
10dpf,8.22,1.54,0,3.12,0,0,0,5.95
