stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.82,0,0,0,0
3dpf,290.46,0.59,8.28,0,0
5dpf,0,0,2.11,0.55,0.35
10dpf,116.26,0,2.53,0,0.43
