stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,2.92,0,0,0,0.88
3dpf,37.25,0,0,0,0
5dpf,2.17,0,2,0.84,0.49
10dpf,20.07,1.16,1.16,0,0
