stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.56
3dpf,1.55,0,0,0,0
5dpf,0,0.9,0,0.55,0
10dpf,1.8,0,0.84,0,0
