stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm
24hpf,0,0,0,0,0,0,0.87
2dpf,1.27,0,0.84,2.4,4.42,0,5.51
3dpf,10.36,0,0.91,0,1.02,0,0.74
5dpf,0.75,0.68,1.47,0,2.14,0.62,1.24
10dpf,12.99,1.21,0,0,0,0,0
