stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,8.45,0,0,0,0,0,0,0,0,0
12hpf,0,0,0,0,1.89,0,0,0,2.22,1.81
14hpf,0,0,0,0,0,0,2.29,0,0,0
16hpf,0,0,1.63,0,1.72,0,0,0,1.69,0
19hpf,3.27,0,0,0,0,0,0,0,0,0
24hpf,1.74,0,0,0,0,0.84,0,0,2.71,0
2dpf,24.65,2.31,2.42,7.06,14,20.4,5.93,0.81,13.85,16.26
3dpf,36.96,4.61,0.58,2.49,0.38,10.02,0.68,0,0.65,2.22
5dpf,36.86,4.8,11.79,24.77,5.71,135.48,9.74,4.55,29.97,50.24
10dpf,181.42,8.32,12.88,16.31,2.94,75,7.16,0,19.82,10.92
