stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.53,0.82,0.69,0.48,0
3dpf,18.09,0,0,0.33,0
5dpf,1.08,0,0,1.28,0.65
10dpf,6.44,0,0,0.85,0.55
