stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,3.1,0,0,0.66,0
3dpf,28.52,0.34,0,0,0
5dpf,2.21,0,1.67,0,0.44
10dpf,20.29,0.48,0,0,0.57
