stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,18.27,0,0,0,10.02,9.76,0,8.48,30.44,47.11
12hpf,17.42,6.34,0,3.39,30.48,10.52,0,8.11,22.79,69.91
14hpf,14.5,2.61,0,2.33,4.63,7.18,0,0,24.38,34.12
16hpf,12.49,10.32,1.71,1.68,29.07,3.85,0,0,42.42,55.74
19hpf,56.4,0,0,1.75,8.82,0,3,1.56,25.11,27.88
24hpf,22.49,0.87,0.83,1.02,9.98,5.32,0,0,28.94,11.16
2dpf,241.56,3.84,11.61,21.09,78.91,167.58,13.6,3.81,51.02,79.72
3dpf,504.07,5.46,2.64,3.56,6.13,132,4.14,0,15.4,17.45
5dpf,137.43,4.16,11.98,20.37,14.24,194.6,17.59,9.09,39.63,93.26
10dpf,224.21,7.42,10.54,14.29,9.35,82.05,6.33,0,22.2,10.95
