stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,1.35
3dpf,1.25,0,0,0.86,0,0
5dpf,0.9,0.95,1.13,0.76,0.56,15.88
10dpf,0.95,0,0,0.58,0,3.29
