stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,66.76,0,0
12hpf,8.57,0,0,0,0,0,0,273.02,0,0
14hpf,8.99,0,0,10.34,0,2.34,0,184.34,2.31,3
16hpf,17.96,0,0,0,1.83,0,0,172.58,0,0
19hpf,39.21,0,0,0,3.66,1.81,12.93,48.46,4.12,3.37
24hpf,38.73,0,0,8.34,0,0,5.61,22.09,2.62,0.88
2dpf,613.55,0,17.15,158.56,68.08,358.88,67.46,11.53,54.47,36.18
3dpf,1743.09,1.05,28.89,29.52,8.29,286.64,3.03,0,11.5,7.45
5dpf,382.87,6.64,65.17,121.68,22.39,385.09,28.79,13.58,49.85,36.39
10dpf,784.08,8.41,24.81,82.24,6.49,148.77,3.43,0.57,15.1,6.69
