stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,1.19,1.3,0
3dpf,3.2,0.29,0,0
5dpf,0.79,0.65,0,0.65
10dpf,2.3,0,0,0
