stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,0,0.93,0,0
2dpf,0,0,0,0,1.03,0.55
3dpf,1.8,0,0,0,1.12,0
5dpf,0.4,0.35,0.29,0.8,1.08,3.64
10dpf,6.55,0.53,1.52,0,6.15,3.25
