stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,8.28,0
12hpf,1.77,0,0,0,0,0,16.89,0
14hpf,20.54,0,0,0,0,0,18.98,0
16hpf,40.23,0,0,0,0,0,32.48,5.84
19hpf,79.72,0,0,0,0,0,3.24,3.22
24hpf,68.9,0,0,0,0,0.94,5.85,1.34
2dpf,125.53,2.23,1.63,4.93,0,0,1.42,47.86
3dpf,63.08,0,0,1.17,0.37,0,0,8.69
5dpf,24.84,0,1.1,2.71,2.83,0,2.21,56.02
10dpf,22.55,0,0,0.48,1.8,0,0,5.4
