stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0.6,0,0,0.83
3dpf,0,0.6,1.78,0,0
5dpf,0.32,4.23,3.21,0,0
10dpf,0.79,10.4,0.87,1.37,0
