stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,2.29,0,0,1.51,0,0,0
3dpf,2.16,0.29,0.68,1.25,0,0,0
5dpf,0,0,1.73,1.42,1.17,0.57,0.45
10dpf,14.88,0,0,0.46,3.08,0,0
