stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.97,0,0,3.06,0.53,2.01,2.15,2.06
3dpf,52.32,0.92,0,1.65,1.11,6.01,0.3,0
5dpf,2.95,0.39,0.55,11.15,1.49,10.77,4.94,0
10dpf,48.85,0,0.66,4.51,0,2.22,0.55,1.25
