stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,57.26,0,0.3,0,0
5dpf,0,0,3.45,0.69,0.92
10dpf,35.1,0.61,1.22,0.6,0
