stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,6.22,3.14,2.37,5.83,0,0,0
3dpf,1.89,3.27,0.76,2.81,0,0,0.46
5dpf,0,7.41,0,6.41,0.34,0.33,5.09
10dpf,0,12.81,0.87,0,0,0,0
