stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,5.06,2.36,2.04,0,0
3dpf,0.96,0,0.47,0,0.51
5dpf,0.59,0,0.99,0,0
10dpf,1.35,0,0,0.91,0.39
