stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,1.05,0,0,0,0,0,0
5dpf,1.5,0.37,0.36,3.3,12.9,1.27,1.23
10dpf,1.46,0,0,0,2.24,1.27,0.75
